date,close,trade_1,trade_2,trade_3
2024-09-19 14:44:00+05:30,52944.5,0,109,0
2024-09-19 14:45:00+05:30,52929.25,0,109,110
2024-09-19 14:46:00+05:30,52937.9,0,0,111
2024-09-19 14:47:00+05:30,52925.4,0,0,112
2024-09-19 14:48:00+05:30,52929.65,0,113,0
2024-09-19 14:49:00+05:30,52926.6,0,113,114
2024-09-19 14:50:00+05:30,52945.8,0,115,0
2024-09-19 14:51:00+05:30,52943.4,0,116,0
2024-09-19 14:52:00+05:30,52952.45,0,117,0
2024-09-19 14:53:00+05:30,52961.3,0,118,0
2024-09-19 14:54:00+05:30,52988.75,0,119,0
2024-09-19 14:55:00+05:30,52998.8,0,119,120
2024-09-19 14:56:00+05:30,52987.05,0,0,121
2024-09-19 14:57:00+05:30,52988.95,0,0,122
2024-09-19 14:58:00+05:30,52991.45,0,0,123
2024-09-19 14:59:00+05:30,53014.25,0,124,0
2024-09-19 15:00:00+05:30,52996.8,0,124,125
2024-09-19 15:01:00+05:30,52993.4,0,126,0
2024-09-19 15:02:00+05:30,53004.4,0,126,127
2024-09-19 15:03:00+05:30,53027.05,0,128,0
2024-09-19 15:04:00+05:30,53036.15,0,128,129
2024-09-19 15:05:00+05:30,53019.6,0,0,130
2024-09-19 15:06:00+05:30,53022.4,0,0,131
2024-09-19 15:07:00+05:30,53031.75,0,132,0
2024-09-19 15:08:00+05:30,53028.7,0,133,0
2024-09-19 15:09:00+05:30,53022.2,0,133,134
2024-09-19 15:10:00+05:30,53030.85,0,0,135
2024-09-19 15:11:00+05:30,53053.5,0,136,0
2024-09-19 15:12:00+05:30,53054.2,0,136,137
2024-09-19 15:13:00+05:30,53060.4,0,0,138
2024-09-19 15:14:00+05:30,53053.15,0,0,139
2024-09-19 15:15:00+05:30,53049.0,0,0,140
2024-09-19 15:16:00+05:30,53043.75,0,141,0
2024-09-19 15:17:00+05:30,53030.8,0,141,142
2024-09-19 15:18:00+05:30,53027.95,0,0,143
2024-09-19 15:19:00+05:30,53031.95,0,144,0
2024-09-19 15:20:00+05:30,53021.8,0,144,145
2024-09-19 15:21:00+05:30,53019.8,0,0,146
2024-09-19 15:22:00+05:30,53035.9,0,147,0
2024-09-19 15:23:00+05:30,53059.6,0,148,0
2024-09-19 15:24:00+05:30,53060.7,0,149,0
2024-09-19 15:25:00+05:30,53061.75,0,149,150
2024-09-19 15:26:00+05:30,53065.9,0,151,0
2024-09-19 15:27:00+05:30,53066.85,0,152,0
2024-09-19 15:28:00+05:30,53080.55,0,153,0
2024-09-19 15:29:00+05:30,53045.15,0,153,154
2024-09-20 09:15:00+05:30,53188.05,0,0,1
2024-09-20 09:16:00+05:30,53166.7,0,0,2
2024-09-20 09:17:00+05:30,53154.15,0,0,3
2024-09-20 09:18:00+05:30,53128.1,0,0,4
2024-09-20 09:19:00+05:30,53104.55,0,0,5
2024-09-20 09:20:00+05:30,53068.65,0,0,6
2024-09-20 09:21:00+05:30,53118.85,0,7,0
2024-09-20 09:22:00+05:30,53145.35,0,8,0
2024-09-20 09:23:00+05:30,53125.7,0,9,0
2024-09-20 09:24:00+05:30,53079.2,0,9,10
2024-09-20 09:25:00+05:30,53077.3,0,11,0
2024-09-20 09:26:00+05:30,53118.15,0,12,0
2024-09-20 09:27:00+05:30,53097.1,0,12,13
2024-09-20 09:28:00+05:30,53049.45,0,0,14
2024-09-20 09:29:00+05:30,53095.6,0,15,0
2024-09-20 09:30:00+05:30,53092.25,0,15,16
2024-09-20 09:31:00+05:30,53119.4,0,17,0
2024-09-20 09:32:00+05:30,53132.1,0,17,18
2024-09-20 09:33:00+05:30,53149.25,0,19,0
2024-09-20 09:34:00+05:30,53122.15,0,19,20
2024-09-20 09:35:00+05:30,53134.4,0,21,0
2024-09-20 09:36:00+05:30,53052.5,0,21,22
2024-09-20 09:37:00+05:30,53116.45,0,23,0
2024-09-20 09:38:00+05:30,53118.0,0,24,0
2024-09-20 09:39:00+05:30,53094.35,0,24,25
2024-09-20 09:40:00+05:30,53125.35,0,26,0
2024-09-20 09:41:00+05:30,53120.6,0,26,27
2024-09-20 09:42:00+05:30,53103.3,0,0,28
2024-09-20 09:43:00+05:30,53090.9,0,0,29
2024-09-20 09:44:00+05:30,53103.05,0,30,0
2024-09-20 09:45:00+05:30,53079.45,0,30,31
2024-09-20 09:46:00+05:30,53081.3,0,32,0
2024-09-20 09:47:00+05:30,53081.45,0,32,33
2024-09-20 09:48:00+05:30,53122.6,0,34,0
2024-09-20 09:49:00+05:30,53136.0,0,34,35
2024-09-20 09:50:00+05:30,53182.3,0,36,0
2024-09-20 09:51:00+05:30,53224.6,0,37,0
2024-09-20 09:52:00+05:30,53231.7,0,38,0
2024-09-20 09:53:00+05:30,53201.65,0,38,39
2024-09-20 09:54:00+05:30,53216.8,0,40,0
2024-09-20 09:55:00+05:30,53272.25,0,41,0
2024-09-20 09:56:00+05:30,53311.75,0,42,0
2024-09-20 09:57:00+05:30,53312.8,0,42,43
2024-09-20 09:58:00+05:30,53335.5,0,44,0
2024-09-20 09:59:00+05:30,53329.45,0,44,45
2024-09-20 10:00:00+05:30,53397.15,0,46,0
2024-09-20 10:01:00+05:30,53355.4,0,46,47
2024-09-20 10:02:00+05:30,53336.95,0,0,48
2024-09-20 10:03:00+05:30,53389.5,0,49,0
2024-09-20 10:04:00+05:30,53366.95,0,49,50
2024-09-20 10:05:00+05:30,53349.45,0,0,51
2024-09-20 10:06:00+05:30,53372.35,0,52,0
2024-09-20 10:07:00+05:30,53376.65,0,53,0
2024-09-20 10:08:00+05:30,53371.1,0,53,54
2024-09-20 10:09:00+05:30,53382.85,0,55,0
2024-09-20 10:10:00+05:30,53412.85,0,56,0
2024-09-20 10:11:00+05:30,53390.15,0,56,57
2024-09-20 10:12:00+05:30,53376.4,0,0,58
2024-09-20 10:13:00+05:30,53363.9,0,59,0
2024-09-20 10:14:00+05:30,53348.2,0,59,60
2024-09-20 10:15:00+05:30,53325.6,0,0,61
2024-09-20 10:16:00+05:30,53337.65,0,62,0
2024-09-20 10:17:00+05:30,53369.7,0,63,0
2024-09-20 10:18:00+05:30,53342.25,0,63,64
2024-09-20 10:19:00+05:30,53310.0,0,0,65
2024-09-20 10:20:00+05:30,53316.85,0,66,0
2024-09-20 10:21:00+05:30,53332.5,0,67,0
2024-09-20 10:22:00+05:30,53324.75,0,67,68
2024-09-20 10:23:00+05:30,53310.0,0,0,69
2024-09-20 10:24:00+05:30,53315.9,0,0,70
2024-09-20 10:25:00+05:30,53328.1,0,0,71
2024-09-20 10:26:00+05:30,53348.7,0,72,0
2024-09-20 10:27:00+05:30,53350.15,0,73,0
2024-09-20 10:28:00+05:30,53365.7,0,74,0
2024-09-20 10:29:00+05:30,53368.05,0,75,0
2024-09-20 10:30:00+05:30,53376.65,0,76,0
2024-09-20 10:31:00+05:30,53387.65,0,77,0
2024-09-20 10:32:00+05:30,53399.75,0,78,0
2024-09-20 10:33:00+05:30,53396.9,0,78,79
2024-09-20 10:34:00+05:30,53418.3,0,80,0
2024-09-20 10:35:00+05:30,53423.7,0,81,0
2024-09-20 10:36:00+05:30,53482.75,0,82,0
2024-09-20 10:37:00+05:30,53482.75,0,82,83
2024-09-20 10:38:00+05:30,53496.8,0,84,0
2024-09-20 10:39:00+05:30,53502.7,0,84,85
2024-09-20 10:40:00+05:30,53521.0,0,86,0
2024-09-20 10:41:00+05:30,53501.55,0,86,87
2024-09-20 10:42:00+05:30,53486.25,0,0,88
2024-09-20 10:43:00+05:30,53510.15,0,89,0
2024-09-20 10:44:00+05:30,53520.55,0,90,0
2024-09-20 10:45:00+05:30,53516.75,0,90,91
2024-09-20 10:46:00+05:30,53500.25,0,0,92
2024-09-20 10:47:00+05:30,53513.85,0,93,0
2024-09-20 10:48:00+05:30,53524.7,0,94,0
2024-09-20 10:49:00+05:30,53530.05,0,95,0
2024-09-20 10:50:00+05:30,53526.25,0,96,0
2024-09-20 10:51:00+05:30,53528.35,0,96,97
2024-09-20 10:52:00+05:30,53525.55,0,98,0
2024-09-20 10:53:00+05:30,53524.55,0,98,99
2024-09-20 10:54:00+05:30,53532.6,0,100,0
2024-09-20 10:55:00+05:30,53544.35,0,101,0
2024-09-20 10:56:00+05:30,53525.65,0,101,102
2024-09-20 10:57:00+05:30,53525.95,0,103,0
2024-09-20 10:58:00+05:30,53532.95,0,104,0
2024-09-20 10:59:00+05:30,53501.1,0,104,105
2024-09-20 11:00:00+05:30,53484.7,0,106,0
2024-09-20 11:01:00+05:30,53469.75,0,106,107
2024-09-20 11:02:00+05:30,53451.05,0,0,108
2024-09-20 11:03:00+05:30,53466.0,0,109,0
2024-09-20 11:04:00+05:30,53474.3,0,110,0
2024-09-20 11:05:00+05:30,53442.75,0,110,111
2024-09-20 11:06:00+05:30,53452.5,0,112,0
2024-09-20 11:07:00+05:30,53470.4,0,113,0
2024-09-20 11:08:00+05:30,53478.95,0,114,0
2024-09-20 11:09:00+05:30,53466.75,0,114,115
2024-09-20 11:10:00+05:30,53479.85,0,116,0
2024-09-20 11:11:00+05:30,53508.15,0,117,0
2024-09-20 11:12:00+05:30,53526.3,0,118,0
2024-09-20 11:13:00+05:30,53536.75,0,119,0
2024-09-20 11:14:00+05:30,53535.45,0,120,0
2024-09-20 11:15:00+05:30,53535.1,0,120,121
2024-09-20 11:16:00+05:30,53516.45,0,0,122
2024-09-20 11:17:00+05:30,53506.15,0,0,123
2024-09-20 11:18:00+05:30,53527.55,0,124,0
2024-09-20 11:19:00+05:30,53516.0,0,124,125
2024-09-20 11:20:00+05:30,53508.6,0,0,126
2024-09-20 11:21:00+05:30,53504.55,0,0,127
2024-09-20 11:22:00+05:30,53497.1,0,128,0
2024-09-20 11:23:00+05:30,53496.35,0,128,129
2024-09-20 11:24:00+05:30,53484.2,0,0,130
2024-09-20 11:25:00+05:30,53499.75,0,131,0
2024-09-20 11:26:00+05:30,53488.95,0,131,132
2024-09-20 11:27:00+05:30,53501.75,0,133,0
2024-09-20 11:28:00+05:30,53489.15,0,133,134
2024-09-20 11:29:00+05:30,53491.0,0,135,0
2024-09-20 11:30:00+05:30,53513.25,0,136,0
2024-09-20 11:31:00+05:30,53522.0,0,137,0
2024-09-20 11:32:00+05:30,53525.25,0,138,0
2024-09-20 11:33:00+05:30,53512.8,0,138,139
2024-09-20 11:34:00+05:30,53495.4,0,0,140
2024-09-20 11:35:00+05:30,53489.6,0,141,0
2024-09-20 11:36:00+05:30,53480.05,0,141,142
2024-09-20 11:37:00+05:30,53470.9,0,143,0
2024-09-20 11:38:00+05:30,53453.95,0,143,144
2024-09-20 11:39:00+05:30,53465.45,0,145,0
2024-09-20 11:40:00+05:30,53492.1,0,146,0
2024-09-20 11:41:00+05:30,53499.0,0,147,0
2024-09-20 11:42:00+05:30,53498.9,0,147,148
2024-09-20 11:43:00+05:30,53489.45,0,0,149
2024-09-20 11:44:00+05:30,53485.45,0,0,150
2024-09-20 11:45:00+05:30,53467.95,0,0,151
2024-09-20 11:46:00+05:30,53489.85,0,152,0
2024-09-20 11:47:00+05:30,53508.55,0,153,0
2024-09-20 11:48:00+05:30,53523.5,0,154,0
2024-09-20 11:49:00+05:30,53512.85,0,154,155
2024-09-20 11:50:00+05:30,53525.9,0,156,0
2024-09-20 11:51:00+05:30,53513.9,0,156,157
2024-09-20 11:52:00+05:30,53491.6,0,0,158
2024-09-20 11:53:00+05:30,53482.7,0,0,159
2024-09-20 11:54:00+05:30,53507.1,0,160,0
2024-09-20 11:55:00+05:30,53507.4,0,161,0
2024-09-20 11:56:00+05:30,53492.7,0,161,162
2024-09-20 11:57:00+05:30,53492.0,0,0,163
2024-09-20 11:58:00+05:30,53504.45,0,164,0
2024-09-20 11:59:00+05:30,53500.3,0,164,165
2024-09-20 12:00:00+05:30,53504.25,0,166,0
2024-09-20 12:01:00+05:30,53528.05,0,167,0
2024-09-20 12:02:00+05:30,53513.65,0,167,168
2024-09-20 12:03:00+05:30,53516.85,0,0,169
2024-09-20 12:04:00+05:30,53552.7,0,170,0
2024-09-20 12:05:00+05:30,53543.9,0,170,171
2024-09-20 12:06:00+05:30,53576.4,0,172,0
2024-09-20 12:07:00+05:30,53584.0,0,172,173
2024-09-20 12:08:00+05:30,53615.15,0,174,0
2024-09-20 12:09:00+05:30,53600.45,0,174,175
2024-09-20 12:10:00+05:30,53625.4,0,176,0
2024-09-20 12:11:00+05:30,53600.65,0,176,177
2024-09-20 12:12:00+05:30,53587.5,0,0,178
2024-09-20 12:13:00+05:30,53590.15,0,179,0
2024-09-20 12:14:00+05:30,53598.0,0,179,180
2024-09-20 12:15:00+05:30,53601.0,0,181,0
2024-09-20 12:16:00+05:30,53595.95,0,181,182
2024-09-20 12:17:00+05:30,53602.6,0,183,0
2024-09-20 12:18:00+05:30,53596.5,0,184,0
2024-09-20 12:19:00+05:30,53584.25,0,184,185
2024-09-20 12:20:00+05:30,53596.65,0,186,0
2024-09-20 12:21:00+05:30,53598.05,0,187,0
2024-09-20 12:22:00+05:30,53626.15,0,188,0
2024-09-20 12:23:00+05:30,53610.3,0,188,189
2024-09-20 12:24:00+05:30,53584.0,0,0,190
2024-09-20 12:25:00+05:30,53597.15,0,191,0
2024-09-20 12:26:00+05:30,53557.15,0,191,192
2024-09-20 12:27:00+05:30,53557.0,0,0,193
2024-09-20 12:28:00+05:30,53580.55,0,194,0
2024-09-20 12:29:00+05:30,53578.9,0,194,195
2024-09-20 12:30:00+05:30,53558.45,0,0,196
2024-09-20 12:31:00+05:30,53562.0,0,197,0
2024-09-20 12:32:00+05:30,53562.0,0,197,198
2024-09-20 12:33:00+05:30,53576.45,0,199,0
2024-09-20 12:34:00+05:30,53578.35,0,200,0
2024-09-20 12:35:00+05:30,53590.3,0,201,0
2024-09-20 12:36:00+05:30,53599.55,0,201,202
2024-09-20 12:37:00+05:30,53594.35,0,203,0
2024-09-20 12:38:00+05:30,53581.1,0,203,204
2024-09-20 12:39:00+05:30,53568.5,0,0,205
2024-09-20 12:40:00+05:30,53576.35,0,206,0
2024-09-20 12:41:00+05:30,53573.35,0,207,0
2024-09-20 12:42:00+05:30,53590.4,0,208,0
2024-09-20 12:43:00+05:30,53597.9,0,209,0
2024-09-20 12:44:00+05:30,53598.25,0,209,210
2024-09-20 12:45:00+05:30,53593.3,0,0,211
2024-09-20 12:46:00+05:30,53649.6,0,212,0
2024-09-20 12:47:00+05:30,53677.55,0,213,0
2024-09-20 12:48:00+05:30,53677.8,0,214,0
2024-09-20 12:49:00+05:30,53703.3,0,215,0
2024-09-20 12:50:00+05:30,53669.0,0,215,216
2024-09-20 12:51:00+05:30,53670.75,0,217,0
2024-09-20 12:52:00+05:30,53678.1,0,217,218
2024-09-20 12:53:00+05:30,53691.45,0,219,0
2024-09-20 12:54:00+05:30,53676.4,0,219,220
2024-09-20 12:55:00+05:30,53666.55,0,0,221
2024-09-20 12:56:00+05:30,53645.65,0,0,222
2024-09-20 12:57:00+05:30,53649.4,0,223,0
2024-09-20 12:58:00+05:30,53656.15,0,223,224
2024-09-20 12:59:00+05:30,53653.4,0,0,225
2024-09-20 13:00:00+05:30,53675.35,0,226,0
2024-09-20 13:01:00+05:30,53641.25,0,226,227
2024-09-20 13:02:00+05:30,53643.0,0,228,0
2024-09-20 13:03:00+05:30,53659.2,0,229,0
2024-09-20 13:04:00+05:30,53623.8,0,229,230
2024-09-20 13:05:00+05:30,53598.2,0,0,231
2024-09-20 13:06:00+05:30,53625.85,0,232,0
2024-09-20 13:07:00+05:30,53646.25,0,233,0
2024-09-20 13:08:00+05:30,53641.25,0,234,0
2024-09-20 13:09:00+05:30,53638.05,0,234,235
2024-09-20 13:10:00+05:30,53650.45,0,236,0
2024-09-20 13:11:00+05:30,53638.55,0,236,237
2024-09-20 13:12:00+05:30,53654.1,0,238,0
2024-09-20 13:13:00+05:30,53650.15,0,238,239
2024-09-20 13:14:00+05:30,53649.1,0,240,0
2024-09-20 13:15:00+05:30,53645.05,0,240,241
2024-09-20 13:16:00+05:30,53646.75,0,0,242
2024-09-20 13:17:00+05:30,53643.9,0,0,243
2024-09-20 13:18:00+05:30,53649.1,0,244,0
2024-09-20 13:19:00+05:30,53654.15,0,245,0
2024-09-20 13:20:00+05:30,53648.85,0,245,246
2024-09-20 13:21:00+05:30,53622.05,0,0,247
2024-09-20 13:22:00+05:30,53676.6,0,248,0
2024-09-20 13:23:00+05:30,53640.55,0,248,249
2024-09-20 13:24:00+05:30,53646.6,0,250,0
2024-09-20 13:25:00+05:30,53646.6,0,251,0
2024-09-20 13:26:00+05:30,53659.3,0,252,0
2024-09-20 13:27:00+05:30,53638.1,0,252,253
2024-09-20 13:28:00+05:30,53627.55,0,0,254
2024-09-20 13:29:00+05:30,53617.4,0,0,255
2024-09-20 13:30:00+05:30,53483.1,0,0,256
2024-09-20 13:31:00+05:30,53424.3,0,0,257
2024-09-20 13:32:00+05:30,53471.4,0,258,0
2024-09-20 13:33:00+05:30,53433.3,0,258,259
2024-09-20 13:34:00+05:30,53342.7,0,0,260
2024-09-20 13:35:00+05:30,53307.0,0,0,261
2024-09-20 13:36:00+05:30,53213.6,0,0,262
2024-09-20 13:37:00+05:30,53121.9,0,0,263
2024-09-20 13:38:00+05:30,53214.4,0,264,0
2024-09-20 13:39:00+05:30,53256.3,0,265,0
2024-09-20 13:40:00+05:30,53276.1,0,266,0
2024-09-20 13:41:00+05:30,53369.45,0,267,0
2024-09-20 13:42:00+05:30,53272.6,0,267,268
2024-09-20 13:43:00+05:30,53225.85,0,0,269
2024-09-20 13:44:00+05:30,53235.15,0,0,270
2024-09-20 13:45:00+05:30,53271.15,0,271,0
2024-09-20 13:46:00+05:30,53259.6,0,271,272
2024-09-20 13:47:00+05:30,53255.95,0,0,273
2024-09-20 13:48:00+05:30,53271.7,0,274,0
2024-09-20 13:49:00+05:30,53430.75,0,275,0
2024-09-20 13:50:00+05:30,53362.15,0,275,276
2024-09-20 13:51:00+05:30,53416.0,0,277,0
2024-09-20 13:52:00+05:30,53443.8,0,278,0
2024-09-20 13:53:00+05:30,53443.25,0,279,0
2024-09-20 13:54:00+05:30,53485.9,0,280,0
2024-09-20 13:55:00+05:30,53509.45,0,281,0
2024-09-20 13:56:00+05:30,53441.05,0,281,282
2024-09-20 13:57:00+05:30,53444.85,0,0,283
2024-09-20 13:58:00+05:30,53385.1,0,0,284
2024-09-20 13:59:00+05:30,53403.0,0,285,0
2024-09-20 14:00:00+05:30,53334.35,0,285,286
2024-09-20 14:01:00+05:30,53390.65,0,287,0
2024-09-20 14:02:00+05:30,53460.55,0,288,0
2024-09-20 14:03:00+05:30,53400.05,0,288,289
2024-09-20 14:04:00+05:30,53399.4,0,290,0
2024-09-20 14:05:00+05:30,53386.0,0,290,291
2024-09-20 14:06:00+05:30,53371.85,0,0,292
2024-09-20 14:07:00+05:30,53366.9,0,0,293
2024-09-20 14:08:00+05:30,53375.4,0,294,0
2024-09-20 14:09:00+05:30,53416.1,0,295,0
2024-09-20 14:10:00+05:30,53376.2,0,295,296
2024-09-20 14:11:00+05:30,53387.65,0,297,0
2024-09-20 14:12:00+05:30,53399.05,0,298,0
2024-09-20 14:13:00+05:30,53420.65,0,299,0
2024-09-20 14:14:00+05:30,53410.2,0,299,300
2024-09-20 14:15:00+05:30,53440.05,0,301,0
2024-09-20 14:16:00+05:30,53489.45,0,302,0
2024-09-20 14:17:00+05:30,53471.9,0,302,303
2024-09-20 14:18:00+05:30,53444.95,0,0,304
2024-09-20 14:19:00+05:30,53447.75,0,305,0
2024-09-20 14:20:00+05:30,53466.4,0,306,0
2024-09-20 14:21:00+05:30,53477.7,0,306,307
2024-09-20 14:22:00+05:30,53446.6,0,0,308
2024-09-20 14:23:00+05:30,53438.85,0,0,309
2024-09-20 14:24:00+05:30,53267.45,0,0,310
2024-09-20 14:25:00+05:30,53441.2,0,311,0
2024-09-20 14:26:00+05:30,53402.35,0,311,312
2024-09-20 14:27:00+05:30,53371.75,0,0,313
2024-09-20 14:28:00+05:30,53337.25,0,0,314
2024-09-20 14:29:00+05:30,53341.1,0,0,315
2024-09-20 14:30:00+05:30,53344.7,0,0,316
2024-09-20 14:31:00+05:30,53384.1,0,317,0
2024-09-20 14:32:00+05:30,53394.35,0,318,0
2024-09-20 14:33:00+05:30,53391.45,0,318,319
2024-09-20 14:34:00+05:30,53388.05,0,320,0
2024-09-20 14:35:00+05:30,53403.05,0,321,0
2024-09-20 14:36:00+05:30,53408.35,0,321,322
2024-09-20 14:37:00+05:30,53384.4,0,0,323
2024-09-20 14:38:00+05:30,53412.9,0,324,0
2024-09-20 14:39:00+05:30,53392.4,0,324,325
2024-09-20 14:40:00+05:30,53376.45,0,0,326
2024-09-20 14:41:00+05:30,53358.1,0,0,327
2024-09-20 14:42:00+05:30,53378.95,0,328,0
2024-09-20 14:43:00+05:30,53367.45,0,328,329
2024-09-20 14:44:00+05:30,53310.15,0,0,330
2024-09-20 14:45:00+05:30,53340.25,0,331,0
2024-09-20 14:46:00+05:30,53362.65,0,332,0
2024-09-20 14:47:00+05:30,53391.25,0,333,0
2024-09-20 14:48:00+05:30,53405.8,0,334,0
2024-09-20 14:49:00+05:30,53433.9,0,335,0
2024-09-20 14:50:00+05:30,53476.4,0,336,0
2024-09-20 14:51:00+05:30,53511.45,0,337,0
2024-09-20 14:52:00+05:30,53527.8,0,338,0
2024-09-20 14:53:00+05:30,53498.5,0,338,339
2024-09-20 14:54:00+05:30,53503.85,0,340,0
2024-09-20 14:55:00+05:30,53475.4,0,340,341
2024-09-20 14:56:00+05:30,53425.25,0,0,342
2024-09-20 14:57:00+05:30,53455.05,0,343,0
